"ubicacion","lat","lon","cant_dorms","cant_banos","antiguedad","expensas","precio","precio_moneda","sup_cub","sup_des","href","sup_total","ambientes","fuente"
"av j m moreno 1300, piso 5",-34.63434,-58.43273,2,2,35,11000,47000,"$",80,5,"https://www.argenprop.com/departamento-en-alquiler-en-parque-chacabuco-3-ambientes--9064258",85,3,"argenprop"
"v camargo 100",-34.60384,-58.43694,3,2,,29000,90000,"$",110,10,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-4-ambientes--10712703",120,4,"argenprop"
"cnel arevalo 2700, piso 5",-34.57318,-58.43223,1,1,10,10711,48500,"$",37,3,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10699963",40,2,"argenprop"
"avenida luis maría campos 200",-34.5738,-58.43227,1,1,48,7200,38000,"$",31,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10572805",31,2,"argenprop"
"cnel arevalo 2700, piso 5",-34.57318,-58.43223,1,1,10,10711,48500,"$",37,3,"https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-2-ambientes--10699803",40,2,"argenprop"
"inclan al 4200",-34.63368,-58.42344,1,1,35,4255,20000,"$",24,0,"https://www.argenprop.com/departamento-en-alquiler-en-boedo-2-ambientes--10712707",24,2,"argenprop"
"cnel arevalo 2700, piso 5",-34.57318,-58.43223,1,1,10,10711,48500,"$",37,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10699745",40,2,"argenprop"
"v dupuy 1000",-34.63072,-58.51783,0,1,,,34000,"$",26,10,"https://www.argenprop.com/departamento-en-alquiler-en-versalles--10479272",36,1,"argenprop"
"castillo 200, piso pb",-34.59737,-58.43228,2,3,80,,1000,"USD",100,10,"https://www.argenprop.com/ph-en-alquiler-en-villa-crespo-3-ambientes--10712684",110,3,"argenprop"
"combate de los pozos 1300",-34.62504,-58.39267,1,,,3500,21000,"$",19,3,"https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-1-ambiente--10712683",22,2,"argenprop"
"arroyo al 800",-34.59182,-58.37927,2,2,48,12071,142000,"$",113,0,"https://www.argenprop.com/departamento-en-alquiler-en-retiro-3-ambientes--10324026",113,3,"argenprop"
"pje j miguel esparza 100, piso 8",-34.6115,-58.41291,2,1,40,8900,49000,"$",83,7,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-3-ambientes--10693003",90,3,"argenprop"
"rafaela  4300, piso 6",-34.63781,-58.48665,0,1,8,4000,26900,"$",35,3,"https://www.argenprop.com/departamento-en-alquiler-en-floresta--10391692",38,1,"argenprop"
"acoyte 100, piso 4",-34.61729,-58.43713,2,1,50,6000,52000,"$",70,8,"https://www.argenprop.com/departamento-en-alquiler-en-caballito-3-ambientes--10712647",78,3,"argenprop"
"o higgins 1800",-34.56266,-58.45053,4,3,,,6000,"USD",330,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-5-ambientes--8208617",330,5,"argenprop"
"corncordia 2100, piso 1",-34.61206,-58.4931,2,2,1,5000,75000,"$",65,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-del-parque-3-ambientes--10712332",65,3,"argenprop"
"terrero 900, piso 1",-34.61636,-58.46127,1,1,6,6000,35000,"$",37,2,"https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--10432446",39,2,"argenprop"
"rosario al 200",-34.62197,-58.44495,1,1,45,5630,30000,"$",36,0,"https://www.argenprop.com/departamento-en-alquiler-en-parque-rivadavia-2-ambientes--10345674",36,2,"argenprop"
"dr r s naon 2400",-34.56756,-58.47276,2,1,40,8600,60000,"$",80,3,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-3-ambientes--10537724",83,3,"argenprop"
"jose a cabrera 3600",-34.59674,-58.41673,1,1,30,4700,39000,"$",35,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10459204",35,2,"argenprop"
"t a le breton 5000, piso 3",-34.57024,-58.48917,1,1,14,6700,50000,"$",47,4,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--7300934",51,2,"argenprop"
"avenida cerviño  4700",-34.57473,-58.42424,3,3,17,40000,4700,"USD",240,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--6377373",240,4,"argenprop"
"arroyo 800",-34.59163,-58.37944,2,3,20,1,1600,"USD",140,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--9789343",140,3,"argenprop"
"manuel jose baez 200",-34.57221,-58.43071,4,3,16,,5000,"USD",320,150,"https://www.argenprop.com/casa-en-alquiler-en-las-canitas-5-ambientes--6334073",470,5,"argenprop"
"caracas  200",-34.62622,-58.46195,3,2,31,7000,60000,"$",100,6,"https://www.argenprop.com/departamento-en-alquiler-en-flores-4-ambientes--9425257",106,4,"argenprop"
"avenida cerviño  4700",-34.5748,-58.42387,2,2,18,16950,1100,"USD",78,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--10073981",78,3,"argenprop"
"viamonte al 2000",-34.58955,-58.39737,2,1,50,7300,55000,"$",55,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-3-ambientes--10704622",55,3,"argenprop"
"quirno 100, piso 3",-34.6329,-58.47032,1,1,50,2500,25500,"$",33,0,"https://www.argenprop.com/departamento-en-alquiler-en-flores-2-ambientes--10194244",33,2,"argenprop"
"giribone 1900, piso pb",-34.57957,-58.4685,0,1,,3800,27000,"$",25,3,"https://www.argenprop.com/departamento-en-alquiler-en-villa-ortuzar-1-ambiente--9129799",28,1,"argenprop"
"irala 500",-34.63382,-58.3675,1,,,,26000,"$",28,18,"https://www.argenprop.com/ph-en-alquiler-en-boca-2-ambientes--10712564",46,2,"argenprop"
"azcuenaga 1000",-34.59641,-58.40025,2,1,45,14000,59000,"$",65,3,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10617396",68,3,"argenprop"
"cnel j pringles 400",-34.60666,-58.42775,0,1,1,4900,34000,"$",30,0,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--8132673",30,1,"argenprop"
"avenida cerviño 4700",-34.57465,-58.42385,3,3,18,23000,1800,"USD",109,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--10640927",109,4,"argenprop"
"josé hernández  2700",-34.56744,-58.45672,0,1,9,6900,35000,"$",37,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--10703180",37,1,"argenprop"
"gral juan jose viamonte 2400, piso 8",-31.40716,-64.16709,1,1,4,6400,40000,"$",40,8,"https://www.argenprop.com/departamento-en-alquiler-en-once-2-ambientes--6028223",48,2,"argenprop"
"ugarte  al 2000, piso 4°",-34.56208,-58.45668,2,2,21,12000,75000,"$",70,10,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--10712516",80,3,"argenprop"
"v dupuy 1000",-34.63072,-58.51783,0,1,,,39500,"$",28,14,"https://www.argenprop.com/departamento-en-alquiler-en-versalles-1-ambiente--10476652",42,1,"argenprop"
"dr s segurola 2400",-34.61392,-58.50644,1,1,,,45000,"$",46,0,"https://www.argenprop.com/ph-en-alquiler-en-villa-devoto-2-ambientes--10616860",46,2,"argenprop"
"ramon falcón 4900",-34.63839,-58.49714,2,,6,9200,54000,"$",65,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-luro-3-ambientes--10627831",65,3,"argenprop"
"arribeños 1300",-34.56589,-58.44402,4,3,20,150000,2600,"USD",245,34,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-5-ambientes--10649304",279,5,"argenprop"
"salta 1500",-34.62661,-58.38297,2,,,11000,48000,"$",100,0,"https://www.argenprop.com/departamento-en-alquiler-en-constitucion-3-ambientes--10566651",100,3,"argenprop"
"gallo 900, piso 6",-34.5994,-58.41224,1,1,10,10500,45000,"$",40,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--7846194",40,2,"argenprop"
"echeverria 1366",-34.55537,-58.44212,1,1,60,11500,50000,"$",60,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-chico-2-ambientes--10617787",60,2,"argenprop"
"uriarte 2200",-34.58308,-58.4259,1,1,50,7500,38000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-soho-2-ambientes--10711859",38,2,"argenprop"
"beruti 3100, piso 5",-34.58841,-58.40781,2,2,40,15500,80000,"$",77,3,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10649770",80,3,"argenprop"
"argerich - (caba) 3100, piso 5",-34.60032,-58.49258,1,1,45,4200,25100,"$",31,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-del-parque-2-ambientes--8892288",31,2,"argenprop"
"alvear   1500",-34.5902,-58.38531,2,1,66,17000,140000,"$",73,7,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10711823",80,3,"argenprop"
"montevideo al 1400",-34.59276,-58.38963,1,1,50,15000,105000,"$",54,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--10711801",54,2,"argenprop"
"beruti 3100, piso 5",-34.58841,-58.40781,2,2,40,15500,80000,"$",77,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--10461277",80,3,"argenprop"
"mercedes 1900",,,2,2,,,90000,"$",90,16,"https://www.argenprop.com/departamento-en-alquiler-en-monte-castro-3-ambientes--10703585",106,3,"argenprop"
"cochrane 2400",-34.57687,-58.50302,2,1,40,6000,60000,"$",67,8,"https://www.argenprop.com/departamento-en-alquiler-en-villa-pueyrredon-3-ambientes--10341292",75,3,"argenprop"
"inclan al 2900",-34.62379,-58.40226,2,1,30,8500,45000,"$",55,3,"https://www.argenprop.com/departamento-en-alquiler-en-san-cristobal-3-ambientes--10701095",58,3,"argenprop"
"soler 3800, piso 3",-34.59241,-58.41671,1,2,10,11500,42000,"$",44,4,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10649182",48,2,"argenprop"
"libertador 900, piso 3",-34.58691,-58.38453,2,3,65,20000,1e+05,"$",113,3,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10315634",116,3,"argenprop"
"beruti 3100, piso 5",-34.58841,-58.40781,2,2,40,15500,75000,"$",77,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--10461257",80,3,"argenprop"
"lavalle 1500, piso 7",-34.60296,-58.38773,0,1,,4300,21500,"$",25,0,"https://www.argenprop.com/departamento-en-alquiler-en-san-nicolas--9973562",25,1,"argenprop"
"av cabildo  3000",-34.55464,-58.46345,1,1,,,40000,"$",45,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10501150",45,2,"argenprop"
"libertador 900, piso 3",-34.58691,-58.38453,2,3,65,20000,1e+05,"$",113,3,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10406135",116,3,"argenprop"
"guido 1800, piso 6",-34.58968,-58.39048,3,3,,17000,1e+05,"$",105,5,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-4-ambientes--10683709",110,4,"argenprop"
"malabia 2300, piso 7",,,1,1,45,6300,38000,"$",40,3,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--6085150",43,2,"argenprop"
"beruti 3100, piso 5",-34.58841,-58.40781,2,2,40,15500,75000,"$",77,3,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10530576",80,3,"argenprop"
"gral m de azcuenaga 1000, piso 5",-34.59687,-58.40044,1,2,55,12000,32000,"$",58,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-2-ambientes--6516379",58,2,"argenprop"
"gral juan jose viamonte 2000",-34.60104,-58.39539,0,1,50,4500,19500,"$",25,0,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-1-ambiente--6496671",25,1,"argenprop"
"viamonte  2000, piso 5",-34.60104,-58.39539,0,1,50,4500,19500,"$",25,0,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-1-ambiente--6496652",25,1,"argenprop"
"amenabar  600, piso 2",-34.5733,-58.44513,2,2,50,9300,55000,"$",85,0,"https://www.argenprop.com/departamento-en-alquiler-en-colegiales-3-ambientes--7352057",85,3,"argenprop"
"amenabar  600, piso 2",-34.5733,-58.44513,2,2,45,9300,55000,"$",85,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-3-ambientes--7351837",85,3,"argenprop"
"sanchez de bustamante 400",-34.60452,-58.4147,2,1,42,10600,46000,"$",64,5,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-3-ambientes--10342488",69,3,"argenprop"
"av corrientes 3100",-34.60414,-58.41019,2,1,,7000,45000,"$",62,5,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-3-ambientes--10390970",67,3,"argenprop"
"amenabar  600, piso 2",-34.5733,-58.44513,2,2,50,9300,55000,"$",85,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-3-ambientes--7351068",85,3,"argenprop"
"av santa fe 3700, piso 6",,,1,1,45,3800,39000,"$",36,2,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10711024",38,2,"argenprop"
"malabia 2300, piso 7",,,1,1,45,6300,38000,"$",40,3,"https://www.argenprop.com/departamento-en-alquiler-en-botanico-2-ambientes--6085152",43,2,"argenprop"
"armenia 2300, piso 2",,,1,1,40,4900,33000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--6085115",38,2,"argenprop"
"san martin 900, piso 11",-34.59754,-58.37426,0,,35,6800,28000,"$",32,0,"https://www.argenprop.com/departamento-en-alquiler-en-centro-2-ambientes--10699281",32,1,"argenprop"
"gral paz  9900",-34.63257,-58.52948,1,,30,,45000,"$",80,5,"https://www.argenprop.com/ph-en-alquiler-en-versalles-2-ambientes--10711188",85,2,"argenprop"
"av f de olazabal 4800",-34.57427,-58.48228,1,1,,,46000,"$",52,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-2-ambientes--10191532",52,2,"argenprop"
"j ballivian 2100, piso 1",-34.57863,-58.47261,1,1,,6000,53000,"$",40,7,"https://www.argenprop.com/departamento-en-alquiler-en-villa-ortuzar-2-ambientes--10674821",47,2,"argenprop"
"huergo 300",-34.57288,-58.43158,1,1,10,13000,70000,"$",44,0,"https://www.argenprop.com/departamento-en-alquiler-en-las-canitas-2-ambientes--10707014",44,2,"argenprop"
"demaria 4600",-34.57415,-58.42215,2,4,25,66435,285000,"$",162,8,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--10680114",170,3,"argenprop"
"amenabar 1300",-34.56921,-58.45189,1,2,5,12200,48000,"$",46,3,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-2-ambientes--10688015",49,2,"argenprop"
"arcos 2100",-34.55969,-58.45443,2,3,50,20560,75000,"$",95,0,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--10544230",95,3,"argenprop"
"las heras 3700",-34.58203,-58.41235,1,1,19,9993,38000,"$",36,3,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--9260121",39,2,"argenprop"
"amenabar 1800",-34.56511,-58.45462,3,2,60,,120000,"$",172,0,"https://www.argenprop.com/casa-en-alquiler-en-belgrano-4-ambientes--10430511",172,4,"argenprop"
"virrey loreto 2000",-34.56532,-58.44805,3,3,60,33200,125000,"$",122,7,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-5-ambientes--9034780",129,4,"argenprop"
"anchorena 1400",-34.59261,-58.40418,4,4,50,34500,230000,"$",198,22,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-7-ambientes--10351462",220,5,"argenprop"
"cramer 2000",-38.72536,-62.22149,2,2,57,14561,70000,"$",79,3,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--10551152",82,3,"argenprop"
"conde 2000",-34.56772,-58.46519,4,3,,,6500,"USD",434,0,"https://www.argenprop.com/casa-en-alquiler-en-belgrano-5-ambientes--9289030",434,5,"argenprop"
"naon 2400",-34.56709,-58.47282,0,1,11,,47000,"$",37,4,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--10504523",41,1,"argenprop"
"melian 2300",-34.56631,-58.47032,3,2,35,12205,65000,"$",103,7,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--10650798",110,4,"argenprop"
"la pampa 2100",-34.56329,-58.45171,3,3,,22072,150000,"$",93,7,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-5-ambientes--10341748",100,4,"argenprop"
"federico lacroze 1900",-34.56545,-58.4409,3,2,52,13200,73000,"$",83,2,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-4-ambientes--10463776",85,4,"argenprop"
"zapata 200",-34.57426,-58.43995,0,1,6,4114,26000,"$",22,2,"https://www.argenprop.com/departamento-en-alquiler-en-belgrano-1-ambiente--10388685",24,1,"argenprop"
"gral juan jose viamonte 1800, piso 5",-34.60079,-58.39378,1,1,65,5800,26000,"$",32,0,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--5826145",32,2,"argenprop"
"arenales al 1100",-34.59444,-58.3835,0,1,45,10500,28000,"$",38,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-1-ambiente--10707837",38,1,"argenprop"
"blanco encalada 4000",-34.56928,-58.47615,1,1,10,,85000,"$",47,0,"https://www.argenprop.com/ph-en-alquiler-en-urquiza-r-2-ambientes--10707176",47,2,"argenprop"
"azucena villaflor al 500",-34.611,-58.36127,3,4,,,5800,"USD",235,0,"https://www.argenprop.com/departamento-en-alquiler-en-puerto-madero-4-ambientes--10707063",235,4,"argenprop"
"av f beiro 4600",-34.60809,-58.51534,0,,,,55000,"$",33,16,"https://www.argenprop.com/departamento-en-alquiler-en-villa-devoto--10643539",49,1,"argenprop"
"lavalle  700, piso 9",-34.60249,-58.37734,1,1,45,6500,25000,"$",28,0,"https://www.argenprop.com/departamento-en-alquiler-en-microcentro-2-ambientes--8298106",28,2,"argenprop"
"juncal 2300",-34.59218,-58.3999,2,2,1971,16500,59000,"$",73,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10649302",73,3,"argenprop"
"jose bonifacio 3000, piso 4",-34.63496,-58.46938,3,1,,14000,45000,"$",59,3,"https://www.argenprop.com/departamento-en-alquiler-en-flores-4-ambientes--10531281",62,4,"argenprop"
"nicasio oroño  400, piso 1",-34.61872,-58.45193,0,1,,4000,28000,"$",30,5,"https://www.argenprop.com/departamento-en-alquiler-en-caballito--10531111",35,1,"argenprop"
"nicasio oroño  400, piso 1",-34.61872,-58.45193,0,1,,,35000,"$",30,5,"https://www.argenprop.com/departamento-en-alquiler-en-caballito--10145889",35,1,"argenprop"
"gral j a lavalleja 600, piso 3",-34.59979,-58.4329,2,2,8,13000,70000,"$",63,3,"https://www.argenprop.com/departamento-en-alquiler-en-villa-crespo-3-ambientes--10704944",66,3,"argenprop"
"republica de la india al 3100",-34.57807,-58.42653,3,2,40,42000,189000,"$",203,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-4-ambientes--10706683",203,4,"argenprop"
"arenales 3400, piso 6",,,1,1,55,4500,33000,"$",33,0,"https://www.argenprop.com/departamento-en-alquiler-en-botanico-2-ambientes--10649562",33,2,"argenprop"
"corrientes 6400",-34.58992,-58.44934,0,,,7600,32000,"$",32,3,"https://www.argenprop.com/departamento-en-alquiler-en-chacarita--10680454",35,1,"argenprop"
"azcuenaga 1200",-34.5942,-58.3996,3,2,,,85000,"$",100,0,"https://www.argenprop.com/departamento-en-alquiler-en-recoleta-3-ambientes--10024815",100,4,"argenprop"
"cabello 3600",-34.58052,-58.41154,1,1,10,7000,65000,"$",48,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10421299",48,2,"argenprop"
"av. las heras 3700",-34.58163,-58.41221,1,,12,7000,60000,"$",48,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10705921",48,2,"argenprop"
"talcahuano 400, piso 5",-34.60354,-58.38524,1,1,40,,30000,"$",30,0,"https://www.argenprop.com/departamento-en-alquiler-en-tribunales-2-ambientes--9219731",30,2,"argenprop"
"burela 2100, piso 6",-34.58066,-58.48958,0,,3,4500,47000,"$",55,8,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza--10567775",63,1,"argenprop"
"cabello 3600",-34.58057,-58.41157,1,1,10,7000,60000,"$",48,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10705872",48,2,"argenprop"
"av. las heras 3700",-34.58163,-58.41221,1,,12,7000,60000,"$",48,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10705816",48,2,"argenprop"
"av montes de oca 800, piso 1",-34.63737,-58.37489,2,1,50,6000,37000,"$",50,0,"https://www.argenprop.com/departamento-en-alquiler-en-barracas-3-ambientes--1974862",50,3,"argenprop"
"zapata al 300",-34.57338,-58.44098,1,1,16,12000,50000,"$",44,0,"https://www.argenprop.com/departamento-en-alquiler-en-palermo-2-ambientes--10705613",44,2,"argenprop"
"guise al 1600",-34.59321,-58.41526,1,1,45,10500,43000,"$",38,7,"https://www.argenprop.com/departamento-en-alquiler-en-barrio-norte-2-ambientes--10705444",45,2,"argenprop"
"doblas  200, piso 4",-34.619,-58.43139,2,1,28,12000,46000,"$",85,6,"https://www.argenprop.com/departamento-en-alquiler-en-parque-rivadavia-3-ambientes--10705520",91,3,"argenprop"
"guardia vieja 3900, piso 6",-34.60068,-58.41956,0,1,8,7564,29500,"$",36,4,"https://www.argenprop.com/departamento-en-alquiler-en-almagro-1-ambiente--10705427",40,1,"argenprop"
"av belgrano 2200, piso 2",-34.61418,-58.39801,1,1,40,2520,40000,"$",33.86,1.78,"https://www.argenprop.com/departamento-en-alquiler-en-balvanera-2-ambientes--10693915",35.64,2,"argenprop"
"blanco encalada 5000",-34.5756,-58.48597,3,1,51,10000,1e+05,"$",108,0,"https://www.argenprop.com/departamento-en-alquiler-en-villa-urquiza-4-ambientes--10354314",108,4,"argenprop"
